latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type,day
27.2774,83.8519,315.5,1.5,1.2,27-08-2022,516,Terra,MODIS,49,6.03,295.7,11.9,D,0,239
20.9622,85.1755,317,2,1.4,28-08-2022,423,Terra,MODIS,45,6.03,290.8,19.9,D,2,240
24.1637,82.6832,313.9,1,1,29-08-2022,505,Terra,MODIS,60,6.03,292.8,5.6,D,0,241
26.3456,92.0826,316.4,1.3,1.1,30-08-2022,409,Terra,MODIS,0,6.03,291.9,9.8,D,0,242
25.799,77.2726,313.6,2.4,1.5,31-08-2022,452,Terra,MODIS,35,6.03,292.6,19,D,0,243
30.9008,77.0992,311.9,1.1,1,01-09-2022,534,Terra,MODIS,49,6.03,297.1,6.7,D,0,244
22.5672,88.1817,323.5,1,1,02-09-2022,440,Terra,MODIS,45,6.03,301.1,11.3,D,2,245
25.4123,79.4459,322.7,1.1,1.1,03-09-2022,523,Terra,MODIS,74,6.03,294.8,15.4,D,0,246
20.9731,86.0062,318.9,1.4,1.2,04-09-2022,429,Terra,MODIS,36,6.03,296.8,12,D,0,247
20.9722,85.1491,314.5,2,1.4,05-09-2022,511,Terra,MODIS,34,6.03,294.1,14.8,D,2,248
26.0368,76.3819,314.4,2.1,1.4,06-09-2022,553,Terra,MODIS,44,6.03,296.2,15.4,D,0,249
25.1746,84.4865,316.2,1,1,07-09-2022,458,Terra,MODIS,39,6.03,295.5,6.7,D,0,250
24.4928,93.9852,312.7,1.2,1.1,08-09-2022,403,Terra,MODIS,50,6.03,293.6,8.2,D,2,251
23.7904,86.354,321.3,1,1,09-09-2022,446,Terra,MODIS,70,6.03,297.5,10.1,D,2,252
28.025,77.5956,318.3,1,1,10-09-2022,528,Terra,MODIS,57,6.03,299,9.6,D,0,253
27.9824,94.2268,310.2,1.4,1.2,11-09-2022,432,Terra,MODIS,63,6.03,296.5,8,D,0,254
28.7359,80.1678,317.4,1,1,12-09-2022,516,Terra,MODIS,64,6.03,297.8,9,D,0,255
30.0867,74.0412,321,1.1,1,15-09-2022,546,Terra,MODIS,68,6.03,301.7,10.6,D,0,258
23.7915,86.3551,318.2,1.1,1,16-09-2022,452,Terra,MODIS,71,6.03,292.6,9.5,D,2,259
29.4549,76.8671,314.3,1.1,1,17-09-2022,534,Terra,MODIS,18,6.03,298.1,6.3,D,2,260
23.8029,87.0502,316.2,1,1,18-09-2022,440,Terra,MODIS,68,6.03,294.1,7.5,D,2,261
31.3103,75.3418,322,1.2,1.1,19-09-2022,521,Terra,MODIS,72,6.03,300.9,16.4,D,0,262
23.0134,70.1,317.6,1.1,1.1,20-09-2022,855,Aqua,MODIS,29,6.03,297.9,5.9,D,0,263
23.6852,86.4003,309.9,2.1,1.4,21-09-2022,510,Terra,MODIS,46,6.03,291.4,14,D,2,264
24.7242,94.0596,325.1,1,1,22-09-2022,414,Terra,MODIS,81,6.03,294,17.3,D,0,265
23.7573,85.8634,314.2,1.2,1.1,23-09-2022,458,Terra,MODIS,61,6.03,296.9,9.6,D,0,266
18.7715,74.2693,317.3,1.3,1.1,24-09-2022,542,Terra,MODIS,61,6.03,297.2,8.4,D,0,267
21.0758,85.0432,308.4,1,1,25-09-2022,446,Terra,MODIS,58,6.03,278.1,5.2,D,2,268
29.459,76.8666,329.4,1,1,26-09-2022,527,Terra,MODIS,83,6.03,297.1,22.8,D,0,269
23.7781,86.21,316.1,1.2,1.1,27-09-2022,433,Terra,MODIS,59,6.03,295.4,8.2,D,2,270
26.6431,79.4786,314.1,1,1,28-09-2022,515,Terra,MODIS,52,6.03,300,5.8,D,2,271
23.7704,86.3951,317.2,1.8,1.3,29-09-2022,421,Terra,MODIS,37,6.03,292.8,14.1,D,2,272
26.637,79.4834,313.9,1.1,1.1,30-09-2022,503,Terra,MODIS,48,6.03,299.9,7,D,2,273
27.8006,95.5452,320.6,1,1,01-10-2022,407,Terra,MODIS,71,6.03,303.9,10.1,D,0,274
21.0809,85.0376,314.8,1,1,02-10-2022,452,Terra,MODIS,59,6.03,293,7.4,D,2,275
21.1054,72.648,322,1,1,03-10-2022,535,Terra,MODIS,0,6.03,301.5,9.9,D,2,276
29.9118,74.9558,306.9,1.2,1.1,04-10-2022,2110,Aqua,MODIS,70,6.03,295.2,8.7,N,0,277
31.3086,75.3342,313,1.2,1.1,05-10-2022,520,Terra,MODIS,41,6.03,302.9,6.5,D,0,278
23.6925,87.1198,311.1,1.3,1.1,06-10-2022,427,Terra,MODIS,43,6.03,291.9,7.4,D,2,279
29.586,76.868,316.1,1.4,1.2,07-10-2022,508,Terra,MODIS,68,6.03,295.5,13.5,D,0,280
23.7719,86.3892,318.5,2.3,1.5,08-10-2022,414,Terra,MODIS,46,6.03,295.8,25.5,D,2,281
23.7976,87.053,316.3,1.4,1.2,09-10-2022,457,Terra,MODIS,62,6.03,298.8,10.7,D,2,282
19.3782,73.2014,311.6,1.1,1.1,10-10-2022,541,Terra,MODIS,54,6.03,292,6,D,0,283
20.3563,85.4171,313.3,1.5,1.2,11-10-2022,728,Aqua,MODIS,58,6.03,296.4,12.5,D,0,284
10.4828,77.9419,314.9,1.4,1.2,12-10-2022,809,Aqua,MODIS,55,6.03,295.8,7.9,D,0,285
31.509,75.1247,313.8,3,1.6,13-10-2022,857,Aqua,MODIS,54,6.03,299.1,23.2,D,0,286
9.1758,77.9986,319.3,2.5,1.5,14-10-2022,755,Aqua,MODIS,27,6.03,294.3,29.8,D,0,287
20.3995,85.5165,312.4,4.5,2,15-10-2022,703,Aqua,MODIS,41,6.03,292.3,58.9,D,0,288
20.9746,83.0803,315.7,1.2,1.1,16-10-2022,745,Aqua,MODIS,68,6.03,297.5,10.1,D,0,289
12.9926,80.0085,310.4,1.3,1.1,17-10-2022,826,Aqua,MODIS,34,6.03,284.8,5.7,D,2,290
20.959,86.009,325.3,1.2,1.1,18-10-2022,732,Aqua,MODIS,80,6.03,299.3,21.4,D,2,291
27.939,96.6525,305.1,1.5,1.2,19-10-2022,638,Aqua,MODIS,58,6.03,292.4,10.7,D,0,292
23.6905,87.1043,311.8,1.5,1.2,20-10-2022,720,Aqua,MODIS,57,6.03,300.6,7.6,D,2,293
14.4002,80.1275,319.8,1.2,1.1,21-10-2022,800,Aqua,MODIS,72,6.03,297,12,D,0,294
20.827,86.95,312,3,1.6,22-10-2022,707,Aqua,MODIS,0,6.03,296.5,31.6,D,0,295
15.8697,78.2263,317,2.7,1.6,23-10-2022,748,Aqua,MODIS,65,6.03,304.6,29.8,D,0,296
31.8465,74.6574,312.3,1,1,24-10-2022,536,Terra,MODIS,58,6.03,300.5,5.1,D,0,297
23.774,86.2104,315.6,1,1,25-10-2022,441,Terra,MODIS,67,6.03,302.5,8.3,D,2,298
31.7149,75.3307,311.8,1.2,1.1,26-10-2022,520,Terra,MODIS,61,6.03,299.6,6.8,D,0,299
23.6787,86.0882,310.2,1.5,1.2,27-10-2022,425,Terra,MODIS,50,6.03,298.4,6.7,D,2,300
30.4685,77.6771,312.6,1.4,1.2,28-10-2022,505,Terra,MODIS,69,6.03,297.6,11.5,D,0,301
27.3147,95.263,307.6,1,1,29-10-2022,408,Terra,MODIS,59,6.03,297.6,3.9,D,0,302
23.6922,87.1209,317.1,1.2,1.1,30-10-2022,451,Terra,MODIS,67,6.03,305.1,10.3,D,2,303
30.6595,76.4513,310.1,1,1,31-10-2022,530,Terra,MODIS,55,6.03,299.5,3.8,D,0,304
26.6438,79.4866,308.1,3.3,1.7,01-11-2022,434,Terra,MODIS,19,6.03,296.3,24.9,D,2,305
31.1753,75.7901,309.6,1.3,1.1,02-11-2022,514,Terra,MODIS,59,6.03,297.2,6.5,D,0,306
23.6849,86.4014,312.3,1.8,1.3,03-11-2022,419,Terra,MODIS,60,6.03,300.4,13.8,D,2,307
28.3219,80.0409,309.7,1.2,1.1,04-11-2022,459,Terra,MODIS,56,6.03,297.6,5.6,D,0,308
27.4719,95.4233,308.4,1.1,1,05-11-2022,402,Terra,MODIS,63,6.03,296.6,4.7,D,0,309
25.4108,85.3426,312.4,1,1,06-11-2022,444,Terra,MODIS,57,6.03,297.5,5.7,D,0,310
30.4874,74.1015,312.3,1.2,1.1,07-11-2022,524,Terra,MODIS,62,6.03,296.7,8.1,D,0,311
26.6496,92.192,314.6,1.1,1,08-11-2022,428,Terra,MODIS,71,6.03,296.8,8.4,D,0,312
25.5704,76.5514,317,1.2,1.1,09-11-2022,510,Terra,MODIS,68,6.03,298.8,11,D,0,313
27.3185,95.2659,308.9,1,1,10-11-2022,412,Terra,MODIS,65,6.03,295.9,5.2,D,0,314
23.6785,86.0895,313.6,1.2,1.1,11-11-2022,454,Terra,MODIS,67,6.03,300.3,8.9,D,2,315
28.0925,96.3734,300.1,1.1,1.1,12-11-2022,356,Terra,MODIS,15,6.03,288.7,5.8,D,0,316
26.7183,93.5278,307.5,1.7,1.3,13-11-2022,437,Terra,MODIS,49,6.03,296.1,12.6,D,0,317
30.455,76.175,313,1.1,1.1,14-11-2022,518,Terra,MODIS,44,6.03,295.3,7.9,D,0,318
27.3188,95.2626,306,1.2,1.1,15-11-2022,421,Terra,MODIS,58,6.03,295.1,4.6,D,0,319
25.8573,78.0083,315.1,1.3,1.1,16-11-2022,503,Terra,MODIS,65,6.03,299.8,8.3,D,0,320
27.3143,95.267,308.3,1,1,17-11-2022,406,Terra,MODIS,66,6.03,294.5,5.3,D,0,321
24.8762,85.0676,313.3,1,1,18-11-2022,448,Terra,MODIS,67,6.03,299.9,6.4,D,0,322
29.3149,77.0626,310.3,1,1,19-11-2022,528,Terra,MODIS,57,6.03,294.6,5,D,0,323
26.0306,91.1625,312,1.1,1,20-11-2022,431,Terra,MODIS,68,6.03,296.5,8.5,D,0,324
27.5069,80.439,309.6,1,1,21-11-2022,512,Terra,MODIS,53,6.03,298.7,4.5,D,0,325
26.9019,94.1695,309.2,1,1,22-11-2022,415,Terra,MODIS,0,6.03,298.7,5.5,D,0,326
23.6798,86.4081,308.4,1.4,1.2,23-11-2022,457,Terra,MODIS,43,6.03,297.3,7.4,D,2,327
23.9082,93.3092,304.3,1.3,1.1,24-11-2022,400,Terra,MODIS,52,6.03,292.8,7.1,D,0,328
25.2506,83.7235,306.4,1.2,1.1,25-11-2022,441,Terra,MODIS,48,6.03,296.3,4.9,D,0,329
31.4301,77.3942,316.6,1,1,26-11-2022,521,Terra,MODIS,76,6.03,294.8,13.7,D,0,330
23.7932,86.3526,315.5,1.4,1.2,27-11-2022,426,Terra,MODIS,51,6.03,299.4,11.5,D,2,331
31.0588,78.0722,302,1.3,1.1,28-11-2022,505,Terra,MODIS,50,6.03,290,8,D,0,332
27.4033,92.0367,300.1,1.2,1.1,29-11-2022,409,Terra,MODIS,19,6.03,285.8,6.7,D,0,333
30.7783,78.9296,313.5,2,1.4,30-11-2022,450,Terra,MODIS,43,6.03,288.8,32.4,D,0,334
27.4646,91.9114,303.4,2.3,1.5,01-12-2022,353,Terra,MODIS,55,6.03,283.7,22.7,D,0,335
27.596,92.2112,306.1,1.3,1.1,02-12-2022,434,Terra,MODIS,47,6.03,283.2,12.8,D,0,336
33.1366,76.0312,300.4,1.3,1.1,03-12-2022,514,Terra,MODIS,33,6.03,281.8,7.5,D,0,337
27.7272,96.2714,306.7,1.3,1.1,04-12-2022,418,Terra,MODIS,59,6.03,293.6,7.2,D,0,338
27.5658,81.6708,305.4,1,1,05-12-2022,500,Terra,MODIS,51,6.03,294.6,3.7,D,0,339
27.885,96.337,307.3,1,1,06-12-2022,402,Terra,MODIS,55,6.03,297,4.9,D,0,340
23.6902,86.3927,309.4,1,1,07-12-2022,445,Terra,MODIS,0,6.03,298.2,6,D,2,341
27.9353,96.9651,300.5,1.3,1.1,08-12-2022,347,Terra,MODIS,37,6.03,286.3,8,D,0,342
27.9954,96.2269,316.6,1.8,1.3,09-12-2022,428,Terra,MODIS,77,6.03,291.8,31.8,D,0,343
30.1461,80.1959,310.5,1,1,10-12-2022,509,Terra,MODIS,64,6.03,290.2,10.6,D,0,344
28.8971,95.826,309.6,1,1,11-12-2022,412,Terra,MODIS,69,6.03,288.2,10.9,D,0,345
30.3877,79.4417,304.1,1.6,1.2,12-12-2022,453,Terra,MODIS,54,6.03,293.8,13.8,D,0,346
28.4173,96.6531,300.2,1.1,1,13-12-2022,356,Terra,MODIS,15,6.03,286.7,5.7,D,0,347
30.1515,80.222,316.9,2.6,1.6,14-12-2022,437,Terra,MODIS,54,6.03,300.1,51.3,D,0,348
30.4093,75.9475,303.9,1.1,1.1,15-12-2022,518,Terra,MODIS,57,6.03,290.2,6,D,0,349
28.1223,95.5659,315.5,1.3,1.1,16-12-2022,421,Terra,MODIS,76,6.03,292.8,17.8,D,0,350
26.5392,95.0812,302.1,4.2,1.9,17-12-2022,325,Terra,MODIS,50,6.03,287.4,41.1,D,0,351
27.4713,95.4241,304,1,1,18-12-2022,406,Terra,MODIS,58,6.03,293.5,3.5,D,0,352
29.9093,74.9271,305.7,4.1,1.9,19-12-2022,447,Terra,MODIS,58,6.03,285.1,58.7,D,0,353
27.6371,74.416,311.1,1,1,20-12-2022,528,Terra,MODIS,48,6.03,299.3,4.3,D,0,354
30.118,80.3111,307.4,3.3,1.7,21-12-2022,431,Terra,MODIS,64,6.03,290.9,41,D,0,355
30.8163,77.6691,305.5,1.1,1,22-12-2022,512,Terra,MODIS,40,6.03,289.9,7.6,D,0,356
26.72,93.3726,302.9,1,1,23-12-2022,415,Terra,MODIS,0,6.03,287.9,2.9,D,0,357
31.1354,78.0576,302.4,1.8,1.3,24-12-2022,456,Terra,MODIS,27,6.03,290.3,15.8,D,0,358
29.9828,80.6003,300.9,2.2,1.4,25-12-2022,537,Terra,MODIS,42,6.03,286.4,20.6,D,0,359
25.4068,87.4647,301.8,1,1,26-12-2022,441,Terra,MODIS,20,6.03,289.5,3.2,D,0,360
29.9109,74.9563,327.5,1.1,1.1,27-12-2022,521,Terra,MODIS,80,6.03,284.5,30.4,D,0,361
23.8028,86.3255,312.7,1.3,1.1,28-12-2022,426,Terra,MODIS,55,6.03,299,11.6,D,2,362
22.1004,81.98,308.7,1.2,1.1,29-12-2022,507,Terra,MODIS,56,6.03,298.3,4.8,D,0,363
26.6878,93.3218,301.2,1,1,30-12-2022,409,Terra,MODIS,0,6.03,291.1,4.3,D,0,364
23.8012,87.0499,309.1,1.3,1.1,31-12-2022,451,Terra,MODIS,64,6.03,297.4,8.8,D,2,365
